Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Age_of_Game
5199,Speed Racer: The Videogame,4,2008,6,549,0.29,0.05,0.0,0.03,0.36,0.37,16
5200,NHL 2K10,26,2009,10,494,0.33,0.01,0.0,0.03,0.36,0.37,15
5201,Assassin's Creed III,27,2012,0,525,0.19,0.13,0.0,0.03,0.36,0.35,12
5203,Big Bass World Championship,15,1997,10,-1,0.2,0.14,0.0,0.02,0.36,0.36,27
5204,NFL GameDay 2001,16,2000,10,456,0.18,0.14,0.0,0.05,0.36,0.37,24
5205,NBA 2K6,29,2005,0,494,0.27,0.08,0.0,0.01,0.36,0.36,19
5208,Tetrisphere,10,1997,5,359,0.29,0.06,0.0,0.0,0.36,0.35,27
5209,Saban's Power Rangers: Lightspeed Rescue,10,2000,0,488,0.29,0.06,0.0,0.0,0.36,0.35,24
5211,North American Hunting Extravaganza,26,2008,10,-1,0.33,0.0,0.0,0.03,0.36,0.36,16
5212,World's Scariest Police Chases,15,2001,6,21,0.2,0.14,0.0,0.02,0.36,0.36,23
5213,Guitar Hero: Smash Hits,17,2009,3,21,0.2,0.11,0.0,0.05,0.36,0.36,15
5214,Shaun Palmer's Pro Snowboarder,6,2001,10,21,0.26,0.1,0.0,0.01,0.36,0.37,23
5215,AMF Bowling World Lanes,26,2008,10,-1,0.33,0.0,0.0,0.03,0.36,0.36,16
5216,MechAssault 2: Lone Wolf,29,2004,9,-1,0.27,0.08,0.0,0.01,0.36,0.36,20
5220,Call of Duty: Ghosts,27,2013,8,21,0.23,0.09,0.01,0.03,0.36,0.36,11
5221,LEGO Racers,15,1999,6,-1,0.2,0.14,0.0,0.02,0.36,0.36,25
5222,NBA 2K12,26,2011,10,494,0.3,0.03,0.0,0.02,0.36,0.35,13
5223,Teenage Mutant Ninja Turtles: Smash-Up,26,2009,2,525,0.33,0.0,0.0,0.03,0.36,0.36,15
5224,Kinectimals: Now with Bears!,28,2011,3,-1,0.27,0.06,0.0,0.03,0.36,0.36,13
5225,ESPN NFL Football,29,2003,10,446,0.27,0.08,0.0,0.01,0.36,0.36,21
5226,ATV/Monster Truck Mayhem,4,2007,6,-1,0.33,0.0,0.0,0.02,0.36,0.35,17
5228,Just Dance 2016,28,2015,3,525,0.23,0.1,0.0,0.03,0.36,0.36,9
5230,Rapala Pro Fishing,16,2004,10,-1,0.18,0.14,0.0,0.05,0.36,0.37,20
5235,WWE '12,26,2011,2,488,0.24,0.09,0.0,0.03,0.36,0.36,13
5236,Disney's The Haunted Mansion,16,2003,4,494,0.18,0.14,0.0,0.05,0.36,0.37,21
5237,Arc the Lad: Twilight of the Spirits,16,2003,7,456,0.18,0.14,0.0,0.05,0.36,0.37,21
5243,Chicken Shoot,26,2007,0,-1,0.33,0.01,0.0,0.02,0.36,0.36,17
5245,Defiance,17,2013,8,-1,0.19,0.11,0.0,0.05,0.36,0.35,11
5249,DanceDanceRevolution,26,2010,9,275,0.29,0.04,0.0,0.02,0.36,0.35,14
5250,Harry Potter and the Chamber of Secrets,29,2002,0,138,0.27,0.08,0.0,0.01,0.36,0.36,22
5251,EA Sports MMA,28,2010,2,138,0.23,0.1,0.0,0.03,0.36,0.36,14
5253,South Park Rally,15,1998,6,-1,0.2,0.13,0.0,0.02,0.36,0.35,26
5255,Monopoly,17,2008,3,138,0.25,0.06,0.0,0.04,0.36,0.35,16
5257,Arctic Thunder,16,2001,6,325,0.17,0.14,0.0,0.05,0.36,0.36,23
5258,G-Force,19,2009,0,138,0.24,0.07,0.0,0.05,0.36,0.36,15
5259,NHL 2K10,16,2009,10,494,0.17,0.14,0.0,0.05,0.36,0.36,15
5262,Wonder Pets! Save the Animals!,4,2008,1,494,0.33,0.0,0.0,0.02,0.36,0.35,16
5264,Shrek,29,2001,4,-1,0.25,0.1,0.0,0.01,0.36,0.36,23
5265,CSI: Deadly Intent - The Hidden Cases,4,2009,1,525,0.16,0.16,0.0,0.04,0.35,0.36,15
5266,SOCOM: Tactical Strike,19,2007,8,456,0.32,0.01,0.0,0.03,0.35,0.36,17
5267,Blasto,15,1998,0,456,0.2,0.13,0.0,0.02,0.35,0.35,26
5268,Trauma Center: Second Opinion,26,2006,9,359,0.28,0.02,0.03,0.03,0.35,0.36,18
5269,Backyard Baseball 2006,6,2005,10,53,0.25,0.09,0.0,0.01,0.35,0.35,19
5270,Dark Souls III,30,2016,7,347,0.23,0.09,0.0,0.03,0.35,0.35,8
5271,Cabela's Outdoor Adventures (2006),16,2005,10,-1,0.17,0.14,0.0,0.05,0.35,0.36,19
5272,Nicktoons: Unite!,7,2005,1,488,0.27,0.07,0.0,0.01,0.35,0.35,19
5277,Outlaw Golf 2,16,2004,10,-1,0.17,0.14,0.0,0.05,0.35,0.36,20
5278,SpongeBob's Boating Bash,26,2010,3,488,0.25,0.07,0.0,0.03,0.35,0.35,14
5283,Tekken Tag Tournament 2,28,2012,2,347,0.19,0.12,0.01,0.03,0.35,0.35,12
5284,Batman: Rise of Sin Tzu,16,2003,0,525,0.17,0.13,0.0,0.05,0.35,0.35,21
5285,Disney's Tarzan: Return to the Jungle,6,2002,0,21,0.25,0.09,0.0,0.01,0.35,0.35,22
5286,Cabela's Dangerous Hunts,29,2003,10,-1,0.26,0.08,0.0,0.01,0.35,0.35,21
5290,Star Fox: Zero,27,2016,8,359,0.16,0.1,0.07,0.03,0.35,0.36,8
5292,Mini Ninjas,4,2009,0,137,0.17,0.15,0.0,0.04,0.35,0.36,15
5294,Bloody Roar 3,16,2001,2,-1,0.15,0.11,0.05,0.04,0.35,0.35,23
5295,WWE Crush Hour,16,2003,6,488,0.17,0.13,0.0,0.04,0.35,0.34,21
5297,Star Wars: Flight of the Falcon,6,2003,0,488,0.25,0.09,0.0,0.01,0.35,0.35,21
5299,Pac-Man All-Stars,17,2011,2,347,0.2,0.08,0.04,0.04,0.35,0.36,13
5300,Def Jam Rapstar,26,2010,3,275,0.31,0.02,0.0,0.02,0.35,0.35,14
5301,SimCity Creator,4,2008,9,138,0.3,0.03,0.0,0.03,0.35,0.36,16
5303,Angry Birds Star Wars,26,2013,11,21,0.21,0.1,0.0,0.03,0.35,0.34,11
5309,Harry Potter and the Deathly Hallows - Part 2,26,2011,0,138,0.18,0.14,0.0,0.03,0.35,0.35,13
5310,Supreme Commander 2,28,2010,11,465,0.23,0.1,0.0,0.03,0.35,0.36,14
5311,Resident Evil: Dead Aim,16,2003,0,85,0.17,0.13,0.0,0.04,0.35,0.34,21
5312,Need for Speed Carbon,7,2006,6,138,0.27,0.07,0.0,0.01,0.35,0.35,18
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,6,2003,0,488,0.25,0.09,0.0,0.01,0.35,0.35,21
5314,SpongeBob SquarePants: The Yellow Avenger,4,2005,0,488,0.32,0.0,0.0,0.02,0.35,0.34,19
5315,The Fairly Odd Parents: Shadow Showdown,16,2004,4,488,0.17,0.13,0.0,0.04,0.35,0.34,20
5316,Saban's Power Rangers: Lightspeed Rescue,15,2000,0,488,0.19,0.13,0.0,0.02,0.35,0.34,24
5317,Xbox Music Mixer,29,2003,3,-1,0.26,0.08,0.0,0.01,0.35,0.35,21
5318,WWE All Stars,28,2011,2,488,0.18,0.14,0.0,0.03,0.35,0.35,13
5320,College Hoops 2K8,16,2007,10,494,0.17,0.13,0.0,0.04,0.35,0.34,17
5321,Guitar Hero: Metallica,16,2009,3,21,0.17,0.13,0.0,0.04,0.35,0.34,15
5325,Enemy Territory: Quake Wars,17,2008,8,21,0.23,0.07,0.0,0.04,0.35,0.34,16
5326,Tom Clancy's Rainbow Six: Lockdown,16,2005,8,525,0.17,0.13,0.0,0.04,0.35,0.34,19
5328,The Tale of Despereaux,16,2008,4,-1,0.17,0.13,0.0,0.04,0.35,0.34,16
5329,Aggressive Inline,16,2002,10,-1,0.17,0.13,0.0,0.04,0.35,0.34,22
5330,Karaoke Revolution,16,2003,3,275,0.17,0.13,0.0,0.04,0.35,0.34,21
5331,NFL Street,7,2004,10,138,0.27,0.07,0.0,0.01,0.35,0.35,20
5332,Hello Kitty Daily,4,2008,3,-1,0.32,0.0,0.0,0.03,0.35,0.35,16
5333,Metal Arms: Glitch in the System,16,2003,8,-1,0.17,0.13,0.0,0.04,0.35,0.34,21
5336,Rally Cross 2,15,1998,6,-1,0.19,0.13,0.0,0.02,0.35,0.34,26
5338,Def Jam Icon,28,2007,0,138,0.3,0.01,0.0,0.03,0.35,0.34,17
5339,Lunar 2: Eternal Blue Complete,15,1999,7,-1,0.19,0.13,0.0,0.02,0.35,0.34,25
5341,Rugrats: Royal Ransom,16,2002,4,488,0.17,0.13,0.0,0.04,0.35,0.34,22
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,4,2010,1,126,0.18,0.14,0.0,0.03,0.35,0.35,14
5343,MLB 06: The Show,19,2006,10,456,0.32,0.0,0.0,0.03,0.35,0.35,18
5345,Over the Hedge,7,2006,4,21,0.27,0.07,0.0,0.01,0.35,0.35,18
5348,Charlie and the Chocolate Factory,16,2005,1,-1,0.17,0.13,0.0,0.04,0.35,0.34,19
5349,Pirates of the Caribbean: At World's End,4,2007,0,126,0.3,0.01,0.01,0.03,0.35,0.35,17
5352,Style Lab: Jewelry Design,4,2009,9,525,0.32,0.0,0.0,0.02,0.34,0.34,15
5353,Risk / Battleship / Clue,6,2005,3,-1,0.25,0.09,0.0,0.01,0.34,0.35,19
5356,The Wild Thornberrys Movie,6,2002,4,488,0.25,0.09,0.0,0.01,0.34,0.35,22
5357,High School Musical 3: Senior Year DANCE!,16,2008,3,126,0.17,0.13,0.0,0.04,0.34,0.34,16
5360,WipEout 3,15,1999,6,-1,0.19,0.13,0.0,0.02,0.34,0.34,25
5364,Skylanders: Trap Team,30,2014,0,21,0.25,0.07,0.0,0.03,0.34,0.35,10
5365,Avatar: The Last Airbender - The Burning Earth,4,2007,0,488,0.31,0.0,0.0,0.03,0.34,0.34,17
5366,F.E.A.R.,28,2006,8,-1,0.28,0.03,0.0,0.03,0.34,0.34,18
5367,Tenchu Z,28,2006,0,-1,0.27,0.02,0.02,0.03,0.34,0.34,18
5369,Driver 2 Advance,6,2002,0,53,0.25,0.09,0.0,0.01,0.34,0.35,22
5371,Iron Man 2,4,2010,0,446,0.15,0.16,0.0,0.03,0.34,0.34,14
5372,Chicken Riot,26,2010,0,-1,0.15,0.16,0.0,0.03,0.34,0.34,14
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,16,2004,1,126,0.17,0.13,0.0,0.04,0.34,0.34,20
5375,Harry Potter and the Deathly Hallows - Part 2,28,2011,0,138,0.19,0.12,0.0,0.03,0.34,0.34,13
5377,The Fairly Odd Parents: Shadow Showdown,6,2004,4,488,0.25,0.09,0.0,0.01,0.34,0.35,20
5379,Marvel Super Heroes,15,1997,2,-1,0.19,0.13,0.0,0.02,0.34,0.34,27
5380,Super Bust-A-Move,16,2000,5,-1,0.17,0.13,0.0,0.04,0.34,0.34,24
5381,Hitman: Contracts,29,2004,8,137,0.26,0.07,0.0,0.01,0.34,0.34,20
5382,Thunderstrike: Operation Phoenix,16,2001,9,137,0.17,0.13,0.0,0.04,0.34,0.34,23
5385,LEGO Marvel's Avengers,28,2016,0,549,0.17,0.15,0.0,0.03,0.34,0.35,8
5386,Kameo: Elements of Power,28,2005,0,-1,0.28,0.03,0.0,0.03,0.34,0.34,19
5387,Power Rangers Samurai,26,2011,0,347,0.29,0.03,0.0,0.02,0.34,0.34,13
5388,WWE Day of Reckoning 2,7,2005,2,488,0.26,0.07,0.0,0.01,0.34,0.34,19
5390,The Urbz: Sims in the City,29,2004,9,138,0.22,0.11,0.0,0.01,0.34,0.34,20
5392,The Adventures of Tintin: The Game,26,2011,0,525,0.13,0.17,0.0,0.04,0.34,0.34,13
5393,Bee Movie Game,26,2007,0,21,0.31,0.01,0.0,0.03,0.34,0.35,17
5394,Silent Hill HD Collection,17,2012,0,275,0.15,0.11,0.03,0.05,0.34,0.34,12
5396,Off Road Challenge,10,1998,6,-1,0.27,0.06,0.0,0.0,0.34,0.33,26
5399,Tom Clancy's Ghost Recon: Shadow Wars,2,2011,11,525,0.22,0.09,0.0,0.03,0.34,0.34,13
5400,Backstreet Billiards,15,1998,3,-1,0.19,0.13,0.0,0.02,0.34,0.34,26
5401,MX vs. ATV Untamed,26,2008,6,488,0.29,0.03,0.0,0.03,0.34,0.35,16
5404,Leisure Suit Larry: Magna Cum Laude,16,2004,1,-1,0.17,0.13,0.0,0.04,0.34,0.34,20
5405,Harry Potter and the Deathly Hallows - Part 2,17,2011,0,138,0.14,0.15,0.0,0.05,0.34,0.34,13
5406,MVP 06 NCAA Baseball,29,2006,10,138,0.25,0.07,0.0,0.01,0.34,0.33,18
5409,Bookworm,4,2009,5,-1,0.31,0.01,0.0,0.02,0.34,0.34,15
5410,Smart Girl's Party Game,4,2008,3,6,0.31,0.0,0.0,0.02,0.34,0.33,16
5412,Puzzle Quest: Challenge of the Warlords,4,2007,5,-1,0.28,0.01,0.03,0.02,0.34,0.34,17
5414,My Baby Boy,4,2008,9,-1,0.3,0.02,0.0,0.03,0.34,0.35,16
5415,Tiny Tank,15,1998,0,456,0.19,0.13,0.0,0.02,0.34,0.34,26
5417,Spy Hunter,29,2002,6,325,0.25,0.07,0.0,0.01,0.34,0.33,22
5418,Angry Birds Star Wars,2,2013,11,21,0.15,0.15,0.0,0.03,0.34,0.33,11
5419,Imagine: Movie Star,4,2008,9,525,0.31,0.0,0.0,0.02,0.34,0.33,16
5420,NHL 09,17,2008,10,138,0.29,0.02,0.0,0.03,0.34,0.34,16
5421,Zoo Tycoon (2013),30,2013,9,-1,0.18,0.13,0.0,0.03,0.34,0.34,11
5422,Herbie: Fully Loaded,6,2005,6,126,0.24,0.09,0.0,0.01,0.34,0.34,19
5423,The Sims 3: Town Life Stuff,13,2011,9,138,0.11,0.17,0.0,0.05,0.34,0.33,13
5424,Teenage Mutant Ninja Turtles,7,2003,0,275,0.26,0.07,0.0,0.01,0.34,0.34,21
5425,Pony Friends 2,4,2009,9,137,0.21,0.1,0.0,0.03,0.34,0.34,15
5429,The Eye of Judgment,17,2007,3,456,0.28,0.0,0.02,0.03,0.34,0.33,17
5430,Pirates of the Caribbean: At World's End,28,2007,0,126,0.29,0.02,0.0,0.03,0.34,0.34,17
5431,Modnation Racers: Road Trip,20,2012,6,456,0.17,0.12,0.0,0.05,0.34,0.34,12
5433,Power Rangers Samurai,4,2011,0,347,0.27,0.04,0.0,0.02,0.34,0.33,13
5434,Fade to Black,15,1996,0,138,0.19,0.13,0.0,0.02,0.34,0.34,28
5435,MXRider,16,2001,6,53,0.16,0.13,0.0,0.04,0.34,0.33,23
5436,Avatar: The Last Airbender,4,2006,1,488,0.3,0.01,0.0,0.03,0.34,0.34,18
5437,Battlefield: Hardline,28,2015,8,138,0.17,0.14,0.0,0.03,0.34,0.34,9
5438,Delta Force: Black Hawk Down,29,2005,8,-1,0.25,0.07,0.0,0.01,0.34,0.33,19
5440,World Championship Poker 2: Featuring Howard Lederer,16,2005,3,-1,0.16,0.13,0.0,0.04,0.34,0.33,19
5442,Operation Flashpoint: Red River,17,2011,8,-1,0.06,0.15,0.07,0.05,0.33,0.33,13
5443,Ninja Blade,28,2009,0,-1,0.14,0.14,0.02,0.03,0.33,0.33,15
5444,Tom Clancy's Ghost Recon Advanced Warfighter,29,2006,8,525,0.21,0.11,0.0,0.01,0.33,0.33,18
5445,Transformers: Revenge of the Fallen (DS Versions),4,2009,0,21,0.17,0.13,0.0,0.03,0.33,0.33,15
5446,Fracture,28,2008,8,-1,0.15,0.14,0.0,0.04,0.33,0.33,16
5450,The King of Fighters XIII,28,2011,2,-1,0.23,0.07,0.01,0.03,0.33,0.34,13
5451,Beyond Good & Evil,16,2003,1,525,0.16,0.13,0.0,0.04,0.33,0.33,21
5452,Banjo-Kazooie: Grunty's Revenge,6,2003,4,488,0.24,0.09,0.0,0.01,0.33,0.34,21
5456,Street Fighter Alpha 3 MAX,19,2006,2,85,0.27,0.01,0.02,0.03,0.33,0.33,18
5459,Deathtrap Dungeon,15,1998,0,137,0.19,0.13,0.0,0.02,0.33,0.34,26
5461,Wipeout 2,26,2011,3,21,0.31,0.0,0.0,0.02,0.33,0.33,13
5462,Iron Man 2,26,2010,0,446,0.15,0.15,0.0,0.03,0.33,0.33,14
5463,Ape Escape Academy,19,2004,3,456,0.13,0.15,0.0,0.05,0.33,0.33,20
5464,The Darkness II,17,2012,8,494,0.14,0.14,0.0,0.05,0.33,0.33,12
5466,Marvel: Ultimate Alliance 2,26,2009,7,21,0.26,0.05,0.0,0.03,0.33,0.34,15
